id,latin_name,cyrillic_name,common_name,synonyms,section,content
18,Aconitum napellus,Аконітум,борець отруйний,,ЗАПАМОРОЧЕННЯ,"Запаморочення, зокрема при вставанні з ліжка, зі стільця, а також при

ходьбі, русі або струшуванні головою, що часто супроводжується

відчуттям нудоти в голові, переднепритомним станом, потемнінням

в очах, нудотою та неприємним відчуттям у ділянці шлунка.

Запаморочення з тенденцією падати праворуч.

У положенні лежачи зменшується запаморочення.

При вставанні із положення сидячи відчуває запаморочення.

Запаморочення, блідість, непритомність виникають, коли сідає в ліжку."
18,Aconitum napellus,Аконітум,борець отруйний,,"ГОЛОВА ЗОВНІ (ВОЛОССЯ, ШКІРА)",Пітливість голови поєднується з блідістю обличчя.
18,Aconitum napellus,Аконітум,борець отруйний,,ОБЛИЧЧЯ,"Тривожний, переляканий вираз обличчя.

Особа пастозна, гаряча, гіперемована або ціанотична; або гіперемія

чергується з блідістю; жовтізна.

При вставанні гіперемована спочатку обличчя стає смертельно

блідим; потім знову червоніє.

Гіперемія чергується з блідістю.

Одна щока червона, інша бліда; або червоні плями обох щоках.

Лоб, верхня губа та щока, що лежить на подушці, потіють.

Спотворені риси обличчя.

Біль, відчуття повзання, набухання у щоках.

Почуття натягу в трійчастому нерві, потім переміжна, що стріляє,

блукаючий біль, який стає постійним, часом давить.

Біль, як від виразки, у вилицьових кістках.

Одностороння прозопалгія з набряком нижньої щелепи.

Губи чорні, сухі, лущиться. Поколювання в щоках.

Гарячий, колючий біль, що стріляє, з безперервним висуванням нижньої щелепи.

Відвисання нижньої щелепи. Тризм."
18,Aconitum napellus,Аконітум,борець отруйний,,ОЧІ,"Червоні та запалені, з ін'єктованими склерами, і нестерпний біль.

Витрішені очі. Розширення зіниці.

Повіки сухі, щільні, важкі; чутливі до руху повітря.

Повіки набряклі, гіперемовані, щільні.

Очі блискучі опуклі; спазми. Фіксований погляд.

Не переносить відбиття сонячного світла від снігу; це викликає появу

плям, іскор і тремтіння перед очима. Рясна сльозотеча.

Жар і печіння в очах з болем, що давить і стріляє, особливо в

внаслідок руху очей.

Виражена світлобоязнь чи сильне бажання світла.

Чорні плями і серпанок перед очима.

Розлад зору провокується миготінням предметів; страх, що

зачепить тих, що проходять повз.

Дивиться як крізь вуаль. Погано розрізняє обличчя; тривога та запаморочення.

Раптова сліпота. Втрата зору. Амавроз.

Відчуття тяжкості в повіках, сонливість.

Офтальмія, з крайньою хворобливістю, з нечіткістю зору, спричинена

сторонні тіла, що потрапили в очі (іскри, пил), після операції."
18,Aconitum napellus,Аконітум,борець отруйний,,ВУХА ТА СЛУХ,"Дзвін і дзижчання у вухах. Реву у вухах.

Поколювання і гострий біль у вухах.

Відчуття, що щось знаходиться біля вух.

Надзвичайно загострений слух; будь-який шум непереносний.

Музика пробирає до кісток; викликає у пацієнта смуток.

Розрив барабанної перетинки лівого вуха."
18,Aconitum napellus,Аконітум,борець отруйний,,НЕРВОВА СИСТЕМА,"Почуття натягу в трійчастому нерві, потім переміжна, що стріляє,

блукаючий біль, який стає постійним, часом давить.

Одностороння прозопалгія з набряком нижньої щелепи.

Люмбаго. Невралгія. Оніміння. Тетанія. Параліч.

Похолодання, оніміння та поколювання супроводжують паралічі та невралгії.

у Aconitum.

Параліч лицьового нерва від дії сухого холодного вітру."
18,Aconitum napellus,Аконітум,борець отруйний,,ДИХАЛЬНА СИСТЕМА,"Задишка, головним чином після сну та під час вставання.

Дихання болісне, неспокійне, супроводжується стогонами, поверхневе

і прискорене чи глибоке, галасливе, з відкритим ротом.

Повільне дихання уві сні. Гаряче дихання. Смердюче дихання.

Приступи ядухи з тривогою. Астма Міллера.

Плеврит з пневмонією, частіше з сильним жаром, вираженою спрагою, сухим

кашлем, нервовою дратівливістю; стан трохи покращується

у положенні лежачи на спині.

Бронхіт. Застуда. Коклюш. Сухоти. Плевродінія."
18,Aconitum napellus,Аконітум,борець отруйний,,ГРУДИ,"Приплив крові до грудей.

Стиснення в грудях внаслідок утруднення дихання або внаслідок

застуди; з головним болем, дзвоном у вухах, кольками та холодом у голові.

Відчуття стиснення грудної клітки зі стисненням дихання.

Відчуття тяжкості та здавлення у грудях.

Болісні проколи в грудях, в основному при вдиху, кашлі, русі

(навіть руками).

Колючий біль у грудях та в боці, особливо при диханні та кашлі.

Колючий біль у боці, з похмурим і сльозливим настроєм, дещо

зменшується в положенні лежачи на спині.

Свербіж у грудній клітці. Біль у грудині та в боці, як від забиття.

Болільний біль у грудях, що перехоплює дихання.

У положенні лежачи на спині колючий біль у грудях зменшується; у положенні

лежачи на боці цей симптом посилюється, тому що щока, на якій лежить

хворий, що не випаровує піт."
18,Aconitum napellus,Аконітум,борець отруйний,,КАШЕЛЬ,"Кашель після пиття або куріння. Короткий сухий кашель, частіше вночі.

Судорожний кашель, хрипоту, іноді з небезпекою задухи та спазмом гортані.

Відхаркування густого білуватого мокротиння або кров'янистого слизу або

кровохаркання при кашлі.

Стріляючий біль у грудній клітці при кашлі.

Кашель з колючим болем у грудях та попереку.

Кашель посилюється після їжі чи пиття; у положенні лежачи; увечері; вночі,

частіше після опівночі; під час сну; від куріння; внаслідок нервового

потрясіння, особливо переляку; коли розігріється; від холодного сухого вітру;

при ходьбі на свіжому повітрі; у положенні випроставшись; від глибокого

вдиху; від розмови. Кашель посилюється на свіжому повітрі."
18,Aconitum napellus,Аконітум,борець отруйний,,ГОРЛО,"Мембранозна ангіна із сухим кашлем та швидким диханням. Круп.

Біль у горлянці з вираженою гіперемією уражених відділів,

із утрудненням ковтання.

Скрібні, поколюючі відчуття в горлянці зі печінням і задухою,

здебільшого при ковтанні.

Гостре запалення глотки (неба, мигдалин та зіва) з високою лихоманкою,

темно-червоним кольором уражених частин, пекучим і жалким болем у зіві.

Печіння та оніміння глотки; ковтка майже нечутлива.

Колючий біль у горлянці і вздовж євстахієвих труб, що змушує

безперервно ковтати.

Відчуття звуження глотки, як від їдких рідин.

Біль у глотці при ковтанні і кашлі.

Майже повна нездатність ковтати, з захриплістю.

Ларінгіт. Перитонзилярний абсцес."
18,Aconitum napellus,Аконітум,борець отруйний,,ГОРТАНЬ ТА ТРАХЕЯ,"Оніміння в трахеї.

Напади паралічу надгортанника з тенденцією до ядухи.

Біль у гортані. Гортань чутлива до дотику та вдихається

повітрі, ніби вона оголена.

Скарги з боку гортані після перенапруження голосу.

Хрипкий голос.

Постійне бажання кашляти через роздратування та поколювання в гортані.

Запалення гортані та бронхів."
18,Aconitum napellus,Аконітум,борець отруйний,,НІС,"Страшний тиск чи спазми біля кореня носа.

Носові кровотечі; світлою кров'ю; особливо у повнокровних пацієнтів.

Вкрай загострений нюх, особливо до неприємних запахів.

Порушення нюху.

Сильне чхання з болем у животі та у лівій половині тіла.

Катаральний нежить з головним болем, дзижчанням у вухах і коліками.

Нежить внаслідок дії холодного сухого вітру.

Пригнічення нежиті з головним болем; гірше на відкритому повітрі,

краще від розмови.

Рясний нежить із частим чханням; виділенням чистої гарячої

рідини; вранці."
18,Aconitum napellus,Аконітум,борець отруйний,,СЕРЦЕ ТА КРОВООБІГ,"Приплив крові до серця. Відчуття холоду та застою крові в судинах.

Серцебиття з сильною тривогою, жаром у тілі, в основному в особі,

та відчуттям вираженої втоми в кінцівках.

Стріляючий біль у серці під час руху і підйому, відчуття

здавлення або удару в серці.

Запалення серця.

Хронічні захворювання серця з постійним відчуттям тиску

лівій половині грудної клітки, стисненням дихання при швидкій ходьбі

і підйомі, з колючим болем у серці, припливом крові до голови;

з нападами нудоти з поколюванням у пальцях.

Пульс повний, міцний, твердий; повільний, слабкий; ниткоподібний з

тривогою; швидкий, твердий, малий.

Білий больовий флебіт.

Активна кровотеча у міцних, повнокровних пацієнтів; стілець майже

чистою кров'ю; кровохаркання, рясна, яскраво-червоною кров'ю; кров

легко відходить навіть при легкому покашлювання.

Кровохаркання виникає від впливу холодного сухого вітру,

супроводжується сильним страхом, тривогою та серцебиттям.

ШЛУНКОВО-КИШЕВИЙ ТРАКТ

Поколювання в стравоході."
18,Aconitum napellus,Аконітум,борець отруйний,,РОТОВА ПОРОЖНИНА ТА ЯЗИК,"Відчуття сухості чи сухість у роті та мовою. Білий наліт мовою.

Мова покрита товстим жовтуватим нальотом.

Сверблячка, поколювання та печіння в мові; з накопиченням слини у роті.

Параліч мови. Оніміння язика, а також губ.

Тремтіння голосу, заїкання. Біль, що садить, як від виразки, в гирлах проток

слинних залоз. Тризм із рясним виділенням слини.

Язичок здається подовженим і таким, що стосується кореня мови. Свинка. Глосит.

• присмак. Гіркий чи гнильний присмак у роті. Будь-яка їжа або

рідина, окрім води, здається гіркою."
18,Aconitum napellus,Аконітум,борець отруйний,,ЗУБИ,"Різкий пронизливий або пульсуючий зубний біль, часто з припливом

крові до голови та жаром в обличчі.

Зубний біль від впливу холоду, з пульсацією з одного боку, з

вираженою почервонінням щоки та занепокоєнням.

Скрипіння зубами. Прорізування зубів.

Зубний біль посилюється на свіжому повітрі."
18,Aconitum napellus,Аконітум,борець отруйний,,ШЛУНОК,"Гикавка. Відрижка повітрям або неповна відрижка, що йде з горлянки.

Душиться відрижкою.

Рідина, що піднімається зі шлунка, викликає печію, з нудотою.

Схильність до блювання, як після жирного та солодкого.

Блювота жовчю, зеленувата, слизова або кривава. Блювота чистою кров'ю.

Блювота кров'янистим слизом або тим, що випив. Блювота від глистів.

Блювота з нудотою і спрагою, гарячим профузним потом і рясним

сечовипусканням.

Біль у шлунку після їжі чи пиття.

Відчуття опухання, напруги, тиску, як від тяжкості, у прекардіальній

області та у шлунку, іноді з утрудненням дихання.

Тиск у шлунку та в його верхівці, як від каменю.

Верхівка шлунка болюча при дотику та при метеоризмі.

Відчуття звуження шлунка, як від їдких рідин.

Катар шлунка від пиття холодної води у розпаленому стані.

Загалом гірше від пиття. Тяжкість у шлунку після пива.

У цілому нині симптоми полегшуються від холодного пиття, особливо тривога."
18,Aconitum napellus,Аконітум,борець отруйний,,АПЕТИТ,"Гаряча невгамовна спрага; іноді із бажанням пива. Виражений голод і

спрага, але їсть повільно. Втрата апетиту та відраза до їжі.

• уподобання. Бажання: вина, бренді, пива, гірких напоїв. Вино

загалом покращує стан."
18,Aconitum napellus,Аконітум,борець отруйний,,ЖИВІТ,"Стиснення, напруга та тиск у ділянці підреберій, іноді з відчуттям

переповнення та тяжкості.

Пекучий, стріляючий, жалкий і давить біль в області печінки,

що супроводжується утрудненням дихання.

Область печінки болісно чутлива до дотиків.

Запалення та болючість печінки.

Тиск у ділянці печінки, що утруднює дихання.

Жовтяниця: новонароджених; від переляку; від застуди. Гепатит.

Тягне біль у животі при згинанні тулуба (наприклад, під час дефекації).

Стиснення, садіння та печіння в навколопупковій ділянці, іноді з ретракцією пупка.

Нестерпний ріжучий біль вранці в ліжку.

Напруга і хвороблива пульсація в животі, головним чином епігастрії.

Збільшення живота, асцит.

Болюча чутливість живота до дотику і до найменшого руху.

Коліки при метеоризмі, в основному вночі, з напругою, тиском та

гучним бурчанням у животі.

Згинання навпіл полегшує кольки.

Ентеріт. Холера. Перітоніт."
18,Aconitum napellus,Аконітум,борець отруйний,,АНУС І ПРЯМА КИШКА,"Затримка випорожнень. Запор; глинистий стілець.

Часте виділення невеликої кількості м'яких калових мас з тенезмами.

Рідкий рідкий стілець. Стілець схожий на рубаний шпинат.

Пронос із виділенням сечі та різким болем.

Відчуття гарячої рідини, що з ануса.

Білий стілець та темно-червона сеча.

Холероподібні виділення, що супроводжуються колапсом, смертельною

тривогою та занепокоєнням.

Профузний пронос у дітей.

Мимовільний стілець; параліч прямої кишки.

Нудота та потовиділення перед і після дефекації.

Біль у прямій кишці. Ущемлений геморой.

Сильний біль у прямій кишці з ознобом, лихоманкою, запаленням,

тенезмами, кров'яними виділеннями (дизентерія).

Тиск і біль в анусі.

Кровоточиві гемороїдальні вузли, гарячі, з гострим болем.

та виділенням світлої крові."
18,Aconitum napellus,Аконітум,борець отруйний,,СЕЧОВИДІЛЬНА СИСТЕМА,"Затримка сечі з напругою в сечовому міхурі та болем у попереку.

Часті позиви до сечовипускання, що поєднуються з тривогою та болем.

Виділення сечі супроводжується пітливістю, проносом та різким болем.

Мимовільне сечовипускання через розслаблення шийки сечового міхура.

Енурез зі спрагою.

Сеча убога, пекуча, насичено-червоного кольору, містить цегляно-

червоний осад (ці симптоми виникають внаслідок впливу

холоду, особливо в дітей віком); придушення сечовипускання в результаті

дії холоду.

Кров'янистий осад у сечі. Убога, червона, гаряча сеча без осаду.

Жар і тенезми у шийці сечового міхура.

Цистит. Нефрит. Спазматична стриктура уретри."
18,Aconitum napellus,Аконітум,борець отруйний,,ЖІНОЧІ ОРГАНИ ТА СИМПТОМИ,"Колючий біль, що віддає в ділянку дна матки праворуч; гостра стріляюча

біль; живіт надзвичайно чутливий.

Біль у матці, що нагадує родові сутички (дисменорея).

Запалення придатків після менструальних виділень, що раптово припинилися.

Маткова кровотеча; із сильним збудженням; настільки вираженим

запамороченням, що хвора неспроможна піднятися; зі страхом смерті.

Піхва суха, гаряча, чутлива.

Білі, виділення рясні, в'язкі, жовті.

Випадання матки."
18,Aconitum napellus,Аконітум,борець отруйний,,МЕНСТРУАЦІЯ,"Менструації надто рясні та надто тривалі.

Згинання навпіл полегшує і менструальний біль.

Пригнічення менструацій внаслідок переляку, охолодження кінцівок.

Дисменорея. Розлади менструального циклу.

Маніакальне буйство у разі менструальних виділень."
