id,latin_name,cyrillic_name,common_name,synonyms,section,content
18,Aconitum napellus,Аконитум,борец ядовитый,,ГОЛОВОКРУЖЕНИЕ,"Головокружение, в частности при вставании с постели, со стула, а также при

ходьбе, движении или встряхивании головой, часто сопровождающееся

ощущением дурноты в голове, предобморочным состоянием, потемнением

в глазах, тошнотой и неприятным ощущением в области желудка.

Головокружение с тенденцией падать вправо.

В положении лежа уменьшается головокружение.

При вставании из положения сидя ощущает головокружение.

Головокружение, бледность, обморок возникают, когда садится в постели."
18,Aconitum napellus,Аконитум,борец ядовитый,,ГОЛОВА СНАРУЖИ,Потливость головы сочетается с бледностью лица.
18,Aconitum napellus,Аконитум,борец ядовитый,,ЛИЦО,"Тревожное, испуганное выражение лица.

Лицо пастозное, горячее, гиперемированное или цианотичное; либо гиперемия

чередуется с бледностью; желтизна.

При вставании гиперемированное вначале лицо становится смертельно

бледным; затем снова краснеет.

Гиперемия чередуется с бледностью.

Одна щека красная, другая бледная; либо красные пятна на обеих щеках.

Лоб, верхняя губа и щека, которая лежит на подушке, потеют.

Искаженные черты лица.

Боль, ощущение ползания, набухания в щеках.

Чувство натяжения в тройничном нерве, затем стреляющая перемежающаяся,

блуждающая боль, которая становится постоянной, временами давящей.

Боль, как от язвы, в скуловых костях.

Односторонняя прозопалгия с отечностью нижней челюсти.

Губы черные, сухие, шелушащиеся. Покалывание в щеках.

Жгучая, колющая, стреляющая боль с непрерывным выдвижением нижней челюсти.

Отвисание нижней челюсти. Тризм."
18,Aconitum napellus,Аконитум,борец ядовитый,,ГЛАЗА,"Красные и воспаленные, с инъецированными склерами, и невыносимая боль.

Выпученные глаза. Расширение зрачка.

Веки сухие, плотные, тяжелые; чувствительны к движению воздуха.

Веки отечные, гиперемированные, плотные.

Глаза блестящие выпуклые; спазмы. Фиксированный взгляд.

Не переносит отражения солнечного света от снега; это вызывает появление

пятен, искр и подрагивания перед глазами. Обильное слезотечение.

Жар и жжение в глазах с давящей и стреляющей болью, особенно в

результате движения глаз.

Выраженная светобоязнь или сильное желание света.

Черные пятна и дымка перед глазами.

Расстройство зрения провоцируется мельканием предметов; страх, что

заденет проходящих мимо.

Смотрит как сквозь вуаль. Плохо различает лица; тревога и головокружение.

Внезапная слепота. Потеря зрения. Амавроз.

Ощущение тяжести в веках, сонливость.

Офтальмия, с крайней болезненностью, с нечеткостью зрения, вызванная

инородными телами, попавшими в глаза (искры, пыль), после операции."
18,Aconitum napellus,Аконитум,борец ядовитый,,УШИ,"Звон и жужжание в ушах. Рев в ушах.

Покалывание и острая боль в ушах.

Ощущение, будто что-то находится около ушей.

Необычайно обостренный слух; любой шум непереносим.

Музыка пробирает до костей; вызывает у пациента печаль.

Разрыв барабанной перепонки левого уха."
18,Aconitum napellus,Аконитум,борец ядовитый,,НЕРВНАЯ СИСТЕМА,"Чувство натяжения в тройничном нерве, затем стреляющая перемежающаяся,

блуждающая боль, которая становится постоянной, временами давящей.

Односторонняя прозопалгия с отечностью нижней челюсти.

Люмбаго. Невралгия. Онемение. Тетания. Паралич.

Похолодание, онемение и покалывание сопровождают параличи и невралгии

у Aconitum.

Паралич лицевого нерва от воздействия сухого холодного ветра."
18,Aconitum napellus,Аконитум,борец ядовитый,,ДЫХАТЕЛЬНАЯ СИСТЕМА,"Одышка, главным образом после сна и при вставании.

Дыхание болезненное, беспокойное, сопровождается стонами, поверхностное

и учащенное либо глубокое, шумное, с открытым ртом.

Медленное дыхание во сне. Горячее дыхание. Зловонное дыхание.

Приступы удушья с тревогой. Астма Миллера.

Плеврит с пневмонией, чаще с сильным жаром, выраженной жаждой, сухим

кашлем, нервной раздражительностью; состояние немного улучшается

в положении лежа на спине.

Бронхит. Простуда. Коклюш. Чахотка. Плевродиния."
18,Aconitum napellus,Аконитум,борец ядовитый,,ГРУДЬ,"Прилив крови к груди.

Стеснение в груди в результате затруднения дыхания или вследствие

простуды; с головной болью, звоном в ушах, коликами и холодом в голове.

Ощущение сжатия грудной клетки со стеснением дыхания.

Ощущение тяжести и сдавления в груди.

Болезненные проколы в груди, в основном при вдохе, кашле, движении

(даже руками).

Колющая боль в груди и в боку, особенно при дыхании и кашле.

Колющая боль в боку, с мрачным и слезливым настроением, несколько

уменьшающаяся в положении лежа на спине.

Зуд в грудной клетке. Боль в грудине и в боку, как от ушиба.

Мучительная боль в груди, перехватывающая дыхание.

В положении лежа на спине колющая боль в груди уменьшается; в положении

лежа на боку этот симптом усиливается, так как щека, на которой лежит

больной, не испаряет пот."
18,Aconitum napellus,Аконитум,борец ядовитый,,КАШЕЛЬ,"Кашель после питья или курения. Короткий сухой кашель, чаще ночью.

Судорожный кашель, хрипота, иногда с опасностью удушья и спазмом гортани.

Отхаркивание густой беловатой мокроты или кровянистой слизи либо

кровохарканье при кашле.

Стреляющая боль в грудной клетке при кашле.

Кашель с колющей болью в груди и пояснице.

Кашель усиливается после еды или питья; в положении лежа; вечером; ночью,

чаще после полуночи; во время сна; от курения; в результате нервного

потрясения, особенно испуга; когда разогреется; от холодного сухого ветра;

при ходьбе на открытом воздухе; в положении выпрямившись; от глубокого

вдоха; от разговора. Кашель усиливается на свежем воздухе."
18,Aconitum napellus,Аконитум,борец ядовитый,,ГОРЛО,"Мембранозная ангина с сухим кашлем и быстрым дыханием. Круп.

Боль в глотке с выраженной гиперемией пораженных отделов,

с затруднением глотания.

Скребущие, покалывающие ощущения в глотке с жжением и удушьем, в

основном при глотании.

Острое воспаление глотки (неба, миндалин и зева) с высокой лихорадкой,

темно-красным цветом пораженных частей, жгучей и жалящей болью в зеве.

Жжение и онемение глотки; глотка почти нечувствительна.

Колющая жгучая боль в глотке и вдоль евстахиевых труб, заставляющая

непрерывно сглатывать.

Ощущение сужения глотки, как от едких жидкостей.

Жалящая боль в глотке при глотании и кашле.

Почти полная неспособность глотать, с охриплостью.

Ларингит. Перитонзиллярный абсцесс."
18,Aconitum napellus,Аконитум,борец ядовитый,,ГОРТАНЬ. ТРАХЕЯ,"Онемение в трахее.

Приступы паралича надгортанника с тенденцией к удушью.

Боль в гортани. Гортань чувствительна к прикосновению и вдыхаемому

воздуху, будто она оголена.

Жалобы со стороны гортани после перенапряжения голоса.

Хриплый голос.

Постоянное желание кашлять из-за раздражения и покалывания в гортани.

Воспаление гортани и бронхов."
18,Aconitum napellus,Аконитум,борец ядовитый,,НОС,"Страшное давление или спазмы у корня носа.

Носовые кровотечения; светлой кровью; особенно у полнокровных пациентов.

Крайне обостренное обоняние, особенно к неприятным запахам.

Нарушения обоняния.

Сильное чиханье с болью в животе и в левой половине тела.

Катаральный насморк с болью в голове, жужжанием в ушах и коликами.

Насморк в результате воздействия холодного сухого ветра.

Подавление насморка с головной болью; хуже на открытом воздухе,

лучше от разговора.

Обильный насморк с частым чиханьем; выделением чистой горячей

жидкости; по утрам."
18,Aconitum napellus,Аконитум,борец ядовитый,,СЕРДЦЕ И КРОВООБРАЩЕНИЕ,"Прилив крови к сердцу. Ощущение холода и застоя крови в сосудах.

Сердцебиение с сильной тревогой, жаром в теле, в основном в лице,

и ощущением выраженной усталости в конечностях.

Стреляющая боль в области сердца при движении и подъеме, ощущение

сдавления или удара в области сердца.

Воспаление сердца.

Хронические заболевания сердца с постоянным ощущением давления в

левой половине грудной клетки, стеснением дыхания при быстрой ходьбе

и подъеме, с колющей болью в области сердца, приливом крови к голове;

с приступами дурноты с покалыванием в пальцах.

Пульс полный, сильный, твердый; медленный, слабый; нитевидный с

тревогой; быстрый, твердый, малый.

Белый болевой флебит.

Активное кровотечение у крепких, полнокровных пациентов; стул почти

чистой кровью; кровохарканье, обильное, ярко-красной кровью; кровь

легко отходит даже при легком покашливании.

Кровохарканье возникает от воздействия холодного сухого ветра,

сопровождается сильным страхом, тревогой и сердцебиением.

ЖЕЛУДОЧНО – КИШЕЧНЫЙ ТРАКТ

Покалывание в пищеводе."
18,Aconitum napellus,Аконитум,борец ядовитый,,РОТ,"Ощущение сухости или сухость во рту и на языке. Белый налет на языке.

Язык покрыт толстым желтоватым налетом.

Зуд, покалывание и жжение в языке; с накоплением слюны во рту.

Паралич языка. Онемение языка, а также губ.

Дрожание голоса, заикание. Саднящая боль, как от язвы, в устьях протоков

слюнных желез. Тризм с обильным выделением слюны.

Язычок кажется удлиненным и касающимся корня языка. Свинка. Глоссит.

• привкус. Горький или гнилостный привкус во рту. Любая пища или

жидкость, кроме воды, кажется горькой."
18,Aconitum napellus,Аконитум,борец ядовитый,,ЗУБЫ,"Резчайшая пронизывающая или пульсирующая зубная боль, часто с приливом

крови к голове и жаром в лице.

Зубная боль от воздействия холода, с пульсацией с одной стороны, с

выраженной краснотой щеки и беспокойством.

Скрипение зубами. Прорезывание зубов.

Зубная боль усиливается на свежем воздухе."
18,Aconitum napellus,Аконитум,борец ядовитый,,ЖЕЛУДОК,"Икота. Отрыжка воздухом или неполная отрыжка, идущая из глотки.

Давится отрыжкой.

Жидкость, поднимающаяся из желудка, вызывает изжогу, с тошнотой.

Склонность к рвоте, как после жирного и сладкого.

Рвота желчью, зеленоватая, слизистая или кровавая. Рвота чистой кровью.

Рвота кровянистой слизью или тем, что выпил. Рвота от глистов.

Рвота с тошнотой и жаждой, горячим профузным потом и обильным

мочеиспусканием.

Боль в желудке после еды или питья.

Ощущение опухания, напряжения, давления, как от тяжести, в прекардиальной

области и в желудке, иногда с затруднением дыхания.

Давление в желудке и в его верхушке, как от камня.

Верхушка желудка болезненна при прикосновении и при метеоризме.

Ощущение сужения желудка, как от едких жидкостей.

Катар желудка от питья холодной воды в разгоряченном состоянии.

В целом хуже от питья. Тяжесть в желудке после пива.

В целом симптомы облегчаются от холодного питья, особенно тревога."
18,Aconitum napellus,Аконитум,борец ядовитый,,АППЕТИТ,"Жгучая неутолимая жажда; иногда с желанием пива. Выраженный голод и

жажда, но ест медленно. Потеря аппетита и отвращение к еде.

• пристрастия. Желание: вина, бренди, пива, горьких напитков. Вино

в целом улучшает состояние."
18,Aconitum napellus,Аконитум,борец ядовитый,,ЖИВОТ,"Сжатие, напряжение и давление в области подреберий, иногда с ощущением

переполнения и тяжести.

Жгучая, стреляющая, жалящая и давящая боль в области печени,

сопровождающаяся затруднением дыхания.

Область печени болезненно чувствительна к прикосновениям.

Воспаление и болезненность печени.

Давление в области печени, затрудняющее дыхание.

Желтуха: новорожденных; от испуга; от простуды. Гепатит.

Тянущая боль в животе при сгибании туловища (например, во время дефекации).

Сжатие, саднение и жжение в околопупочной области, иногда с ретракцией пупка.

Непереносимая режущая боль утром в постели.

Напряжение и болезненная пульсация в животе, главным образом в эпигастрии.

Увеличение живота, асцит.

Болезненная чувствительность живота к прикосновению и к малейшему движению.

Колики при метеоризме, в основном ночью, с напряжением, давлением и

громким урчанием в животе.

Сгибание пополам облегчает колики.

Энтерит. Холера. Перитонит."
18,Aconitum napellus,Аконитум,борец ядовитый,,АНУС И ПРЯМАЯ КИШКА,"Задержка стула. Запор; глинистый стул.

Частое выделение небольшого количества мягких каловых масс, с тенезмами.

Жидкий водянистый стул. Стул похож на рубленый шпинат.

Понос с выделением мочи и резкой болью.

Ощущение горячей жидкости, вытекающей из ануса.

Белый стул и темно-красная моча.

Холероподобные выделения, сопровождающиеся коллапсом, смертельной

тревогой и беспокойством.

Профузный понос у детей.

Непроизвольный стул; паралич прямой кишки.

Тошнота и потоотделение перед и после дефекации.

Боль в прямой кишке. Ущемленный геморрой.

Сильная боль в прямой кишке с ознобом, лихорадкой, воспалением,

тенезмами, кровянистыми выделениями (дизентерия).

Давление и колющая боль в анусе.

Кровоточащие геморроидальные узлы, горячие, с острой колющей болью

и выделением светлой крови."
18,Aconitum napellus,Аконитум,борец ядовитый,,МОЧЕВЫДЕЛИТЕЛЬНАЯ СИСТЕМА,"Задержка мочи с напряжением в мочевом пузыре и болью в пояснице.

Частые позывы к мочеиспусканию, сочетающиеся с тревогой и болью.

Выделение мочи сопровождается потливостью, поносом и резкой болью.

Непроизвольное мочеиспускание из-за расслабления шейки мочевого пузыря.

Энурез с жаждой.

Моча скудная, жгучая, насыщенно-красного цвета, содержит кирпично-

красный осадок (эти симптомы возникают в результате воздействия

холода, особенно у детей); подавление мочеиспускания в результате

воздействия холода.

Кровянистый осадок в моче. Скудная, красная, горячая моча без осадка.

Жар и тенезмы в шейке мочевого пузыря.

Цистит. Нефрит. Спазматическая стриктура уретры."
18,Aconitum napellus,Аконитум,борец ядовитый,,ЖЕНСКИЕ,"Колющая боль, отдающая в область дна матки справа; острая стреляющая

боль; живот чрезвычайно чувствителен.

Боль в матке, напоминающая родовые схватки (дисменорея).

Воспаление придатков после внезапно прекратившихся менструальных выделений.

Маточное кровотечение; с сильным возбуждением; столь выраженным

головокружением, что больная не может подняться; со страхом смерти.

Влагалище сухое, горячее, чувствительное.

Бели, выделения обильные, вязкие, желтые.

Выпадение матки."
